filename,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d2_a0,homogeneity_d2_a45,homogeneity_d2_a90,homogeneity_d2_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d2_a0,energy_d2_a45,energy_d2_a90,energy_d2_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d2_a0,correlation_d2_a45,correlation_d2_a90,correlation_d2_a135,entropy_d1_a0,entropy_d1_a45,entropy_d1_a90,entropy_d1_a135,entropy_d2_a0,entropy_d2_a45,entropy_d2_a90,entropy_d2_a135
Albert (25).jpg,0.8964225391473973,0.8701448081629195,0.8999084500926356,0.8679928427730158,0.8530544950351939,0.8701448081629195,0.8494328179989943,0.8679928427730158,0.3737095616204907,0.35909688247291743,0.37169306244713346,0.3586463237232853,0.35045450808243606,0.35909688247291743,0.34541646925133923,0.3586463237232853,0.9660328066443477,0.9527704825132385,0.9688609184040033,0.9541399733870952,0.9405115582861174,0.9527704825132385,0.9412522669555518,0.9541399733870952,2.4260393605593427,2.5370522214968285,2.415361571683165,2.5372331312613023,2.603720173884031,2.5370522214968285,2.617238190970473,2.5372331312613023
Albert (26).jpg,0.8966178029358326,0.8714831312993917,0.9044616709269044,0.8715313082087575,0.8478067739786492,0.8714831312993917,0.8517234846554701,0.8715313082087575,0.38932122607206615,0.3781500933166621,0.3933643495506303,0.376766076288905,0.3656633181016211,0.3781500933166621,0.36660423662144254,0.376766076288905,0.9614705118819511,0.9439423319283924,0.9641528864617913,0.9449515032032112,0.9245504881710315,0.9439423319283924,0.9283981943443026,0.9449515032032112,2.345304154320476,2.4454579950563677,2.312310722555555,2.448053748048999,2.537727823611864,2.4454579950563677,2.525957270970808,2.448053748048999
Albert (27).jpg,0.8932421042577661,0.867482445347672,0.8965933079773398,0.8654581522933374,0.8410957315185257,0.867482445347672,0.8478961424963264,0.8654581522933374,0.36398789876925197,0.35162446161288824,0.3650621915328997,0.3499554503944454,0.33960680850948527,0.35162446161288824,0.3408127008053779,0.3499554503944454,0.9651851955942751,0.9515278561612206,0.9679133219183621,0.9541781345538459,0.9349230083141803,0.9515278561612206,0.9400654958840831,0.9541781345538459,2.4556258820299797,2.558750642047577,2.444604374049599,2.5651831244483265,2.6533423991138236,2.558750642047577,2.643131198101952,2.5651831244483265
Albert (28).jpg,0.9080639908522461,0.8951386572456403,0.9257993985374285,0.8907549118265657,0.8794982616444009,0.8951386572456403,0.8924502301570315,0.8907549118265657,0.439896299029478,0.43003658086156327,0.4437680892829053,0.4276531754684191,0.421890181768441,0.43003658086156327,0.42042610809794184,0.4276531754684191,0.8928781451587933,0.8637851409366399,0.9191836454091954,0.8616555999983219,0.8345341888537575,0.8637851409366399,0.8656693968200464,0.8616555999983219,2.1435255309495838,2.209243639583864,2.0744758296154493,2.226264295892711,2.265490335005234,2.209243639583864,2.234076338778343,2.226264295892711
Albert (29).jpg,0.8825934092973955,0.8639683053121766,0.892373856530801,0.8667787344624457,0.8414170159574571,0.8639683053121766,0.8531945230015082,0.8667787344624457,0.33437386624142956,0.32523657096778846,0.34101392938860253,0.325521647699425,0.3105299870169555,0.32523657096778846,0.3197353467257446,0.325521647699425,0.9585280533026153,0.9464897721152573,0.9633640598014221,0.95054711727493,0.9284598945273318,0.9464897721152573,0.9407677816113729,0.95054711727493,2.543905241558159,2.6241184323462723,2.5011364766662454,2.610042773299754,2.7206997253648586,2.6241184323462723,2.6620576566482472,2.610042773299754
Albert (3).jpg,0.9105698807763569,0.8854902035595925,0.9170179837531621,0.8941020207832272,0.8655557575594339,0.8854902035595925,0.8710685836834736,0.8941020207832272,0.40403070556546516,0.3892218534203838,0.4081777903656776,0.39469669237440136,0.37443191507255236,0.3892218534203838,0.38080776588063886,0.39469669237440136,0.9444762419438547,0.9237338171084831,0.9488371958723352,0.929400994148626,0.9058760075519503,0.9237338171084831,0.9102303241328158,0.929400994148626,2.2776896626735055,2.3843350409312007,2.243187416873777,2.348805212102521,2.4746849774894315,2.3843350409312007,2.4396105185944243,2.348805212102521
Albert (30).jpg,0.855395591623663,0.8432930033280881,0.8681222331830976,0.832955302672254,0.8127289073980253,0.8432930033280881,0.8275272088001868,0.832955302672254,0.3508049162537877,0.34717057598125045,0.3594911340661206,0.3414389385259517,0.327969803991214,0.34717057598125045,0.33992996881094567,0.3414389385259517,0.9410775627745113,0.9334379034496231,0.9531901893339965,0.9288394200616069,0.8986642658934977,0.9334379034496231,0.9260127214633441,0.9288394200616069,2.5417166290536333,2.582247363013024,2.4799867557775714,2.609648351137789,2.7082337923977002,2.582247363013024,2.6238546532894698,2.609648351137789
Albert (31).jpg,0.8866843512844267,0.8672306115652959,0.9016284061834665,0.8685877482553549,0.8484305533110683,0.8672306115652959,0.8590214014616591,0.8685877482553549,0.38928189226162974,0.37964888342852043,0.3943724398344056,0.38000573482101085,0.36923795454550834,0.37964888342852043,0.3717664505405112,0.38000573482101085,0.9596811961576402,0.9466006246009788,0.9656147587586268,0.950099458320476,0.933901881370782,0.9466006246009788,0.939643159474379,0.950099458320476,2.3706252607175413,2.4545307358304185,2.3199996729951455,2.4450755433848026,2.5236238781812412,2.4545307358304185,2.494801923701737,2.4450755433848026
Albert (31).jpg,0.9854453740157482,0.9784735569471142,0.9829232283464564,0.976216752433505,0.9750372023809523,0.9784735569471142,0.9684399801587303,0.976216752433505,0.8658132652530625,0.8595492795162477,0.8623976593260257,0.8585633295855438,0.8603579299677179,0.8595492795162477,0.8536538626554372,0.8585633295855438,0.9605869445045352,0.9414053265761819,0.9549565080051831,0.9359321977398917,0.9222489737930205,0.9414053265761819,0.9093709570299596,0.9359321977398917,0.6692315862067924,0.7153837974184654,0.6884768305600484,0.726077531709959,0.7282402114362886,0.7153837974184654,0.7660569321983212,0.726077531709959
Albert (32).jpg,0.8837089146723237,0.8641988666146831,0.910386029411765,0.8655129250089734,0.8315578678630152,0.8641988666146831,0.8685601724664221,0.8655129250089734,0.3841591284251492,0.372311056945047,0.3935264621976339,0.37152851482651666,0.3596955184637479,0.372311056945047,0.36759277831346976,0.37152851482651666,0.8983844047058398,0.8797836734927135,0.9462432872642228,0.8815474256783405,0.8190627904983551,0.8797836734927135,0.9123086863647107,0.8815474256783405,2.4575836570195304,2.537364594216013,2.334811112406989,2.5328259129673003,2.653673526499461,2.537364594216013,2.513766590524856,2.5328259129673003
Albert (33).jpg,0.8903199542612321,0.8696723447745541,0.9058261258773649,0.8685504791824061,0.8398440305609426,0.8696723447745541,0.859350927871149,0.8685504791824061,0.30530247155718343,0.2940195646715911,0.3144390292681669,0.29399676597889274,0.2797779412329035,0.2940195646715911,0.2898434206543005,0.29399676597889274,0.9654394082932403,0.9559273843533432,0.9727920567067434,0.9557116541604742,0.9357304821456308,0.9559273843533432,0.9509134273066238,0.9557116541604742,2.699693936157821,2.7894380415819486,2.630114087565041,2.796314437173001,2.9060662039822964,2.7894380415819486,2.8377867448962224,2.796314437173001
Albert (34).jpg,0.8853766489560696,0.8656080747651284,0.908874913154238,0.8690198285373949,0.8350983831682365,0.8656080747651284,0.8670917089115617,0.8690198285373949,0.3121903485055896,0.3015279319333638,0.3254274093131477,0.3029245321639067,0.28579040132429423,0.3015279319333638,0.30193309352320646,0.3029245321639067,0.9629359893467744,0.9521982205432215,0.971634968217771,0.955790612149961,0.9312410904344282,0.9521982205432215,0.9525797534164537,0.955790612149961,2.698455562666778,2.784561197899718,2.595586763350568,2.766778888893196,2.908433531340485,2.784561197899718,2.781762864356764,2.766778888893196
Albert (35).jpg,0.9044366418338745,0.8823683991259386,0.9116022597712617,0.8853862341208846,0.8628480131007701,0.8823683991259386,0.868170942688406,0.8853862341208846,0.37270467475292823,0.3597003812799476,0.3737419153576942,0.3610622056116423,0.3504694160191063,0.3597003812799476,0.3490982025818355,0.3610622056116423,0.9667379660221749,0.9553708268892912,0.9702919800449549,0.9586199660292235,0.944140784845418,0.9553708268892912,0.9481636354732766,0.9586199660292235,2.357390147985202,2.4554384801963742,2.3324476960569847,2.4393305707772903,2.526276032650206,2.4554384801963742,2.514676727189899,2.4393305707772903
Albert (36).jpg,0.9262428407916773,0.9032350522815271,0.9221783402697603,0.9001885381537672,0.8875429258241756,0.9032350522815271,0.8791878747990882,0.9001885381537672,0.39510570812260437,0.3833860374437584,0.39423706535810765,0.3817413188916748,0.3725131898193909,0.3833860374437584,0.37129532469888027,0.3817413188916748,0.9767474232620729,0.9656280863197848,0.9742986001293775,0.9640869530588283,0.9562335778769109,0.9656280863197848,0.9521336157958235,0.9640869530588283,2.2326133742766476,2.337244668974802,2.2465616621450692,2.3478798428115555,2.412488476337213,2.337244668974802,2.431024642947104,2.3478798428115555
Albert (38).jpg,0.87694787806855,0.8578737211773065,0.8925300118911891,0.847446170005462,0.8277525272929687,0.8578737211773065,0.834805071868491,0.847446170005462,0.3138026901426134,0.30340134280706643,0.32317925118499286,0.2977160770887182,0.28788647781793314,0.30340134280706643,0.2914391080870506,0.2977160770887182,0.9552445516992145,0.944062454343045,0.9608144707085369,0.9400887063782293,0.9272508081479522,0.944062454343045,0.9295999013521398,0.9400887063782293,2.636049924376041,2.715698711888419,2.5759371888178637,2.756100647350538,2.8269515368121745,2.715698711888419,2.806354483861555,2.756100647350538
Albert (39).jpg,0.9064613246873546,0.8813613880621426,0.9151776051501762,0.884329651012243,0.8597296009750057,0.8813613880621426,0.8694141158065793,0.884329651012243,0.3831551859508969,0.36886855885465586,0.3881356047950616,0.3705053255247971,0.35824102874401703,0.36886855885465586,0.3615343723046615,0.3705053255247971,0.949919140112507,0.9289776350217226,0.9557158735799997,0.9348024936288488,0.9021272461204991,0.9289776350217226,0.9142194803036621,0.9348024936288488,2.301267367120025,2.4096087393346832,2.2525110315922965,2.3916625632168227,2.503627910543832,2.4096087393346832,2.4554555695037625,2.3916625632168227
Albert (4).jpg,0.913166541222788,0.8878552698281865,0.9166215551181102,0.8889162294161694,0.8660616369945412,0.8878552698281865,0.867303680286217,0.8889162294161694,0.3621744589222959,0.3463920932576971,0.36446816109826985,0.3459011394544901,0.3309301041479274,0.3463920932576971,0.33322148309865085,0.3459011394544901,0.957031069718549,0.9411171262393654,0.957119620241676,0.9408788612397988,0.927170596596635,0.9411171262393654,0.9225192764012473,0.9408788612397988,2.371862298371607,2.4815881972999656,2.3535718248029593,2.4797864440899176,2.5772564032083918,2.4815881972999656,2.5659344208818493,2.4797864440899176
Albert (43).jpg,0.9065233971389883,0.8829756614142062,0.9147629700504295,0.8828050810803834,0.8535601758028228,0.8829756614142062,0.8632215751425312,0.8828050810803834,0.33208405560326054,0.31865065515161567,0.33584619398620486,0.3187651887652977,0.3046837556388607,0.31865065515161567,0.3076310935556609,0.3187651887652977,0.959490888639429,0.9424837360751154,0.9623923709836171,0.9414898272938887,0.9108745508858951,0.9424837360751154,0.9245538516676011,0.9414898272938887,2.5393200013382624,2.647420174759771,2.4928286387180374,2.643697292029296,2.7785744518635145,2.647420174759771,2.721519924350706,2.643697292029296
Albert (44).jpg,0.9145503393665159,0.8896425490784208,0.913530339503736,0.8914278645238226,0.8690910476066726,0.8896425490784208,0.8649523581738656,0.8914278645238226,0.36012368664234484,0.3470633867977088,0.3610660450651639,0.3476866843519298,0.33624312076643315,0.3470633867977088,0.3356631881005317,0.3476866843519298,0.9620806279865698,0.9459516921285848,0.9612959459286464,0.9450488861267492,0.9188825494582114,0.9459516921285848,0.9244588946587381,0.9450488861267492,2.393751019690802,2.5088492575927095,2.391777287476214,2.4974657798790343,2.6090494689189843,2.5088492575927095,2.606196756147316,2.4974657798790343
Albert (45).jpg,0.9128510776036397,0.8924815148150537,0.9213181068177594,0.8940069195535237,0.8638357180406815,0.8924815148150537,0.8809871689926843,0.8940069195535237,0.40057886094016637,0.38972843716415084,0.4075253511190469,0.3909786638509202,0.37271040725624355,0.38972843716415084,0.38459319949665977,0.3909786638509202,0.9498829907616483,0.929985760034021,0.9544571209220715,0.9344146958872032,0.9005332297597294,0.929985760034021,0.9127067857597664,0.9344146958872032,2.282182894382414,2.3723175617512524,2.2275297837610717,2.3606949393067493,2.4967604751932355,2.3723175617512524,2.4073493975197207,2.3606949393067493
Albert (46).jpg,0.9019359367762858,0.879681205173833,0.9065038139613322,0.8804211440879776,0.8533947237072236,0.879681205173833,0.8595945172507671,0.8804211440879776,0.3606123642270651,0.34745845834148037,0.36135194733033416,0.3471144703081968,0.33474214596310126,0.34745845834148037,0.3331985893302192,0.3471144703081968,0.9535847475782945,0.9359938199951603,0.9531314016722232,0.9341876944672918,0.9101963773573378,0.9359938199951603,0.9105107437127263,0.9341876944672918,2.4715297024115,2.5758341408648526,2.455445463761349,2.56877906834472,2.6888396354099884,2.5758341408648526,2.6660726265095223,2.56877906834472
Albert (47).jpg,0.9275181652385366,0.9104476380898464,0.9370711990504862,0.9152384726684583,0.8881329940153468,0.9104476380898464,0.9010770787654978,0.9152384726684583,0.3838415575462642,0.3728350018750902,0.38641995440232335,0.37527721177468193,0.36296365699511646,0.3728350018750902,0.36365496266049196,0.37527721177468193,0.9665726802363875,0.9541220060833303,0.973648728741776,0.9585710328911214,0.9268803857654901,0.9541220060833303,0.9466317387077743,0.9585710328911214,2.286505550269082,2.3717429783493627,2.23790097998157,2.3473059881034324,2.474856196499885,2.3717429783493627,2.4167045285630504,2.3473059881034324
Albert (5).jpg,0.8813343127605373,0.8594227423748965,0.9000184547244096,0.8642733403113864,0.8261214020864756,0.8594227423748965,0.8515329569327732,0.8642733403113864,0.3167224926221971,0.3041752464352615,0.32669397083430113,0.30748120931269624,0.28681423914312276,0.3041752464352615,0.2988145663498277,0.30748120931269624,0.948448560065984,0.9350312341566097,0.9616755814515303,0.9391847128005794,0.8981004538505651,0.9350312341566097,0.931923493505754,0.9391847128005794,2.660807615595524,2.754517752658147,2.571546703154323,2.7294392807850554,2.8939079043054643,2.754517752658147,2.7800769228061557,2.7294392807850554
Albert (50).jpg,0.8962453682260308,0.8778454199442337,0.9033830042843906,0.8767787653222366,0.8505729615564178,0.8778454199442337,0.8599600537330319,0.8767787653222366,0.3276796427433422,0.3178375024352975,0.33163138907967765,0.3171663626231571,0.30371976620447133,0.3178375024352975,0.3073021631236701,0.3171663626231571,0.9530271214899507,0.9415473914668816,0.9618336167648595,0.9433842412565141,0.9096552557181857,0.9415473914668816,0.9341596750127239,0.9433842412565141,2.5537642571376247,2.6267333596258924,2.5034928202354383,2.6282811808033655,2.7568000308126255,2.6267333596258924,2.687737068672741,2.6282811808033655
Albert (6).jpg,0.9127001071097729,0.8884829579613907,0.9098986075729507,0.892213962708468,0.8666189917798377,0.8884829579613907,0.862226004183725,0.892213962708468,0.3401388837971285,0.32674357700348655,0.3407824672250859,0.3300746912212013,0.31325213552236897,0.32674357700348655,0.31648812158326983,0.3300746912212013,0.9651860627407729,0.9512061620110024,0.964620853350781,0.9537661095086266,0.9331796466607027,0.9512061620110024,0.9329035657428221,0.9537661095086266,2.467031136189204,2.5767247578933583,2.468301612204366,2.5516413280023156,2.6771927328614296,2.5767247578933583,2.6696499521135144,2.5516413280023156
Albert (7).jpg,0.9112194703744615,0.8783588987992452,0.9100924239320196,0.8857296884215878,0.8569710522375964,0.8783588987992452,0.8526803594358744,0.8857296884215878,0.36955787737912393,0.3500679691971861,0.37013307116037275,0.3559243954046903,0.337042872266444,0.3500679691971861,0.338486511574507,0.3559243954046903,0.9501407379572033,0.9257537459513259,0.9555798808041831,0.9360030120996102,0.8923859027923959,0.9257537459513259,0.9104944090502233,0.9360030120996102,2.3917218220244547,2.5393627820512843,2.3809903716457153,2.4961768892709877,2.6390508441195784,2.5393627820512843,2.6232116119533924,2.4961768892709877
Albert (8).jpg,0.9096205341237036,0.8829667424040731,0.9148730604446501,0.8865585694972297,0.8593845951842275,0.8829667424040731,0.863864452030812,0.8865585694972297,0.3572932404379103,0.3417257831647714,0.362035197776415,0.34367121455417593,0.32520857625824967,0.3417257831647714,0.33156215473558864,0.34367121455417593,0.9563712124462213,0.9391547689036692,0.9590566901780946,0.9419548255674693,0.9209339609486389,0.9391547689036692,0.9240506225507347,0.9419548255674693,2.4267212178193738,2.542398690725104,2.3930158856478134,2.525269438355561,2.6501460873644613,2.542398690725104,2.614899893480434,2.525269438355561
Albert (9).jpg,0.9052388035771548,0.8834623786894635,0.9108499305233901,0.8838962112313367,0.85660516209689,0.8834623786894635,0.864611782212885,0.8838962112313367,0.33567084376256473,0.32447331152391945,0.34104427797772,0.32454203129902764,0.3063227596517957,0.32447331152391945,0.31759720833021715,0.32454203129902764,0.9614462644298776,0.950389238460431,0.9658901797838543,0.9516075752950943,0.9304466334993323,0.950389238460431,0.9398257993791261,0.9516075752950943,2.508536765847337,2.6007343488220522,2.467448383387016,2.5943274526759597,2.726951428565051,2.6007343488220522,2.6597538100473237,2.5943274526759597
Alvin (1).jpg,0.8973176812253785,0.8731661908964029,0.9040246051858052,0.8724657634321996,0.8415461919781773,0.8731661908964029,0.8570199153379301,0.8724657634321996,0.3610594579506515,0.3501022083045675,0.36538206135570334,0.350134574948536,0.33346180879991744,0.3501022083045675,0.34375950065713473,0.350134574948536,0.9539729906521057,0.9427304457233241,0.9663835658380303,0.939927040968522,0.90378782300147,0.9427304457233241,0.9387930293520163,0.939927040968522,2.519612508028392,2.6118436509547265,2.4683805565539307,2.6191389743219187,2.7546227669879397,2.6118436509547265,2.65596659829257,2.6191389743219187
